shipment_id,customer_id,origin_city,dest_city,dest_address,ship_date,delivery_date,status,failure_reason,weight_kg
SH2410260,5356,Manchester,Bremen,87 Mill Lane,2024-06-05,2024-03-24,returned,-,58.93
SH2410261,5150,Leeds,Porto,171 Kingsway,2024-07-10,2024-12-23,delivered,,85.89
SH2410262,4801,Antwerp,Marseille,155 Dock Approach,2024-10-08,2024-11-19,failed,recipient_absent,30.31
SH2410263,4710,Utrecht,Marseille,163 Harbour Rd,2024-12-22,2024-11-24,failed,address_incorrect,24.37
SH2410264,4138,Leeds,Turin,202 Harbour Rd,2024-12-01,2024-01-13,failed,recipient_absent,80.11
SH2410265,4775,Leeds,Manchester,26 Elm Grove,2024-10-21,2024-11-08,delivered,,27.04
SH2410266,4214,Hamburg,Utrecht,44 Bridge St,2024-03-24,2024-02-18,delivered,N/A,53.96
SH2410267,4988,Rotterdam,Dublin,168 Kingsway,2024-10-14,2024-03-02,delivered,NULL,37.34
SH2410268,5494,Turin,Gdansk,77 Station Rd,2024-02-02,2024-07-19,failed,recipient_absent,
SH2410269,4603,Malmo,Bilbao,25 Main St,2024-04-06,2024-11-10,failed,address_incorrect,28.25
SH2410270,5001,Turin,Hamburg,165 Bridge St,2024-03-12,2024-07-12,delivered,N/A,40.08
SH2410271,4550,Antwerp,Lyon,193 Harbour Rd,2024-02-22,2024-06-26,in_transit,NULL,50.32
SH2410272,5070,Dublin,Malmo,147 Station Rd,2024-08-10,2024-02-13,returned,,45.69
SH2410273,5170,Lyon,Bremen,194 Elm Grove,2024-03-06,2024-04-26,delivered,-,7.55
SH2410274,4413,Lyon,Turin,82 Harbour Rd,2024-02-13,2024-09-13,delivered,nan,41.73
SH2410275,5434,Dublin,Bremen,107 Kingsway,2024-03-19,2024-10-19,delivered,,51.14
SH2410276,4585,Leeds,Dublin,68 Bridge St,2024-11-16,2024-10-20,delivered,N/A,36.77
SH2410277,5394,Manchester,Antwerp,102 Dock Approach,2024-12-08,2024-01-24,delivered,N/A,2.32
SH2410278,4620,Gdansk,Turin,216 Elm Grove,2024-12-22,2024-02-28,delivered,-,70.16
SH2410279,5492,Dublin,Hamburg,49 Elm Grove,2024-04-27,2024-07-24,in_transit,N/A,74.39
SH2410280,4325,Hamburg,Gdansk,182 Bridge St,2024-03-25,NULL,delivered,,22.95
SH2410281,4738,Bilbao,Turin,95 Elm Grove,2024-09-13,2024-11-04,delivered,N/A,44.49
SH2410282,4971,Leeds,Leeds,42 Mill Lane,2024-12-27,2024-12-03,failed,address_incorrect,15.16
SH2410283,4438,Porto,Porto,174 Station Rd,2024-05-21,,failed,recipient_absent,58.76
SH2410284,4017,Porto,Turin,156 Mill Lane,2024-12-23,2024-11-09,failed,damaged_in_transit,41.81
SH2410285,4618,Manchester,Bremen,2 Dock Approach,2024-09-21,2024-10-20,returned,,43.86
SH2410286,4566,Utrecht,Turin,67 Mill Lane,2024-04-05,2024-09-25,delivered,nan,36.87
SH2410287,4286,Rotterdam,Malmo,76 Mill Lane,2024-07-13,nan,delivered,N/A,65.89
SH2410288,5094,Malmo,Leeds,130 Mill Lane,2024-03-27,2024-11-18,delivered,-,12.01
SH2410289,5144,Marseille,Utrecht,168 Harbour Rd,2024-04-12,2024-04-24,failed,damaged_in_transit,33.95
SH2410290,4949,Bremen,Malmo,14 Harbour Rd,2024-08-07,2024-09-04,failed,site_access_denied,27.35
SH2410291,4308,Lyon,Bilbao,88 Bridge St,2024-10-15,2024-03-11,delivered,,44.38
SH2410292,4362,Utrecht,Antwerp,2 Elm Grove,2024-05-07,2024-03-19,failed,address_incorrect,12.15
SH2410293,4879,Manchester,Dublin,123 Bridge St,2024-01-02,2024-09-07,delivered,N/A,68.62
SH2410294,4036,Rotterdam,Porto,58 Dock Approach,2024-05-05,2024-02-13,delivered,NULL,N/A
SH2410295,4933,Utrecht,Dublin,228 Kingsway,2024-06-16,2024-06-25,failed,address_incorrect,21.06
SH2410296,4268,Bilbao,Rotterdam,151 Kingsway,2024-02-12,2024-12-21,failed,damaged_in_transit,69.91
SH2410297,5216,Antwerp,Bremen,168 Main St,2024-01-23,2024-02-14,delivered,nan,23.25
SH2410298,4420,Rotterdam,Gdansk,108 Harbour Rd,2024-11-17,2024-05-20,delivered,-,75.26
SH2410299,5472,Bremen,Gdansk,30 Harbour Rd,2024-08-07,2024-10-07,in_transit,NULL,32.71
SH2410300,4328,Antwerp,Malmo,234 Station Rd,2024-12-16,,delivered,nan,60.71
SH2410301,4184,Hamburg,Bremen,232 Mill Lane,2024-11-08,2024-08-10,delivered,,73.69
SH2410302,4595,Leeds,Utrecht,110 Harbour Rd,2024-02-28,2024-01-01,returned,NULL,30.08
SH2410303,5273,Turin,Hamburg,96 Dock Approach,2024-03-04,2024-07-13,delivered,-,62.59
SH2410304,4863,Marseille,Bremen,34 Main St,2024-03-04,2024-07-19,in_transit,-,16.81
SH2410305,4734,Rotterdam,Lyon,124 Elm Grove,2024-02-14,N/A,delivered,nan,69.58
SH2410306,5157,Porto,Utrecht,133 Harbour Rd,2024-07-22,2024-12-08,returned,-,13.88
SH2410307,5255,Antwerp,Rotterdam,165 Kingsway,2024-09-28,2024-08-28,delivered,,68.13
SH2410308,4677,Turin,Antwerp,"130 Station Rd, Unit 18",2024-11-13,2024-07-27,failed,customs_hold,72.61
SH2410309,5020,Aarhus,Utrecht,31 Elm Grove,2024-12-21,2024-01-04,delivered,nan,49.92
SH2410310,5237,Gdansk,Bilbao,168 Elm Grove,2024-06-12,2024-01-27,failed,damaged_in_transit,50.91
SH2410311,4968,Leeds,Aarhus,30 Harbour Rd,2024-11-08,2024-01-11,returned,N/A,49.79
SH2410312,4217,Antwerp,Marseille,127 Kingsway,2024-12-24,2024-12-14,in_transit,NULL,17.38
SH2410313,4804,Bilbao,Aarhus,212 Station Rd,2024-12-11,2024-02-25,returned,nan,11.59
SH2410314,4936,Lyon,Malmo,2 Main St,2024-09-14,2024-10-16,delivered,nan,16.13
SH2410315,4212,Manchester,Utrecht,130 Bridge St,2024-07-20,2024-12-25,failed,damaged_in_transit,87.84
SH2410316,4273,Lyon,Dublin,155 Mill Lane,2024-12-18,2024-06-23,in_transit,NULL,18.58
SH2410317,4595,Leeds,Lyon,182 Kingsway,2024-09-18,2024-12-21,delivered,N/A,51.11
SH2410318,5366,Dublin,Gdansk,225 Bridge St,2024-01-17,2024-02-01,delivered,,18.49
SH2410319,4329,Gdansk,Turin,38 Main St,2024-12-26,2024-05-07,delivered,N/A,73.76
SH2410320,5383,Porto,Manchester,61 Mill Lane,2024-12-22,2024-01-13,returned,N/A,87.42
SH2410321,4514,Bilbao,Aarhus,213 Station Rd,2024-11-23,2024-12-21,in_transit,nan,66.96
SH2410322,5484,Bilbao,Gdansk,115 Kingsway,2024-11-03,2024-03-06,delivered,-,4.16
SH2410323,4541,Lyon,Marseille,150 Mill Lane,2024-01-11,2024-08-23,delivered,NULL,84.08
SH2410324,5280,Gdansk,Malmo,203 Dock Approach,2024-02-26,2024-12-11,delivered,nan,6.64
SH2410325,4851,Manchester,Hamburg,90 Station Rd,2024-04-22,2024-06-11,delivered,nan,48.24
SH2410326,5329,Rotterdam,Bremen,172 Dock Approach,2024-08-08,2024-11-20,delivered,,61.93
SH2410327,4232,Manchester,Turin,139 Mill Lane,2024-01-17,2024-06-17,failed,customs_hold,4.45
SH2410328,4394,Utrecht,Hamburg,25 Kingsway,2024-09-18,NULL,returned,-,75.71
SH2410329,5439,Dublin,Hamburg,192 Kingsway,2024-01-15,,delivered,NULL,71.98
SH2410330,5177,Porto,Turin,105 Bridge St,2024-08-21,2024-07-14,failed,address_incorrect,48.64
SH2410331,5266,Hamburg,Antwerp,180 Harbour Rd,2024-06-17,2024-02-10,delivered,nan,8.29
SH2410332,4896,Manchester,Manchester,211 Main St,2024-08-06,2024-09-08,failed,site_access_denied,27.05
SH2410333,4610,Leeds,Rotterdam,142 Kingsway,2024-02-02,2024-01-19,in_transit,nan,85.73
SH2410334,5486,Leeds,Bilbao,106 Kingsway,2024-03-06,2024-04-20,delivered,,16.82
SH2410335,4111,Aarhus,Hamburg,75 Harbour Rd,2024-05-04,2024-04-24,delivered,N/A,12.04
SH2410336,4204,Gdansk,Hamburg,231 Station Rd,2024-06-16,2024-08-11,delivered,nan,14.22
SH2410337,4647,Dublin,Marseille,2 Dock Approach,2024-04-26,2024-04-23,failed,damaged_in_transit,76.11
SH2410338,4679,Malmo,Aarhus,115 Dock Approach,2024-05-16,2024-09-04,in_transit,,76.26
SH2410339,4286,Bilbao,Turin,188 Harbour Rd,2024-12-03,2024-01-28,delivered,nan,52.60
SH2410340,4435,Antwerp,Turin,140 Elm Grove,2024-11-25,2024-03-12,in_transit,N/A,12.55
SH2410341,4185,Manchester,Leeds,129 Main St,2024-11-08,2024-10-22,in_transit,NULL,40.66
SH2410342,5158,Lyon,Malmo,92 Main St,2024-04-25,N/A,delivered,,60.67
SH2410343,4739,Manchester,Malmo,235 Elm Grove,2024-01-02,2024-11-11,in_transit,N/A,75.64
SH2410344,5114,Marseille,Manchester,168 Bridge St,2024-06-19,N/A,failed,recipient_absent,46.97
SH2410345,4706,Malmo,Malmo,228 Main St,2024-09-05,2024-08-06,in_transit,N/A,19.54
SH2410346,4741,Bremen,Porto,107 Dock Approach,2024-12-04,2024-08-22,delivered,nan,15.01
SH2410347,4045,Porto,Antwerp,33 Kingsway,2024-03-21,2024-09-02,delivered,,15.47
SH2410348,5058,Manchester,Rotterdam,225 Mill Lane,2024-02-07,2024-08-20,failed,recipient_absent,20.24
SH2410349,4292,Marseille,Turin,43 Dock Approach,2024-08-20,2024-10-03,failed,recipient_absent,10.27
SH2410350,5032,Dublin,Lyon,156 Harbour Rd,2024-03-16,nan,in_transit,,8.89
SH2410351,5235,Rotterdam,Dublin,134 Bridge St,2024-06-28,2024-01-23,delivered,-,71.56
SH2410352,5206,Bremen,Dublin,35 Mill Lane,2024-08-25,nan,in_transit,-,
SH2410353,5183,Bremen,Rotterdam,97 Station Rd,2024-12-26,2024-06-14,delivered,-,59.14
SH2410354,5097,Dublin,Leeds,157 Mill Lane,2024-11-13,2024-04-14,in_transit,-,16.58
SH2410355,4990,Turin,Gdansk,148 Dock Approach,2024-12-13,2024-12-05,returned,,67.80
SH2410356,5432,Marseille,Bremen,55 Bridge St,2024-06-26,2024-09-20,returned,,14.97
SH2410357,4010,Hamburg,Lyon,121 Bridge St,2024-02-03,2024-05-08,in_transit,,65.70
SH2410358,4820,Gdansk,Antwerp,199 Kingsway,2024-11-16,2024-08-01,returned,nan,nan
SH2410359,5045,Porto,Marseille,173 Main St,2024-06-08,2024-11-01,delivered,N/A,70.67
SH2410360,4809,Manchester,Bilbao,133 Main St,2024-12-23,2024-02-03,returned,nan,82.85
SH2410361,4566,Porto,Bilbao,117 Bridge St,2024-10-01,2024-05-06,delivered,nan,7.01
SH2410362,4239,Turin,Turin,178 Elm Grove,2024-07-19,2024-08-25,delivered,-,61.84
SH2410363,4056,Malmo,Bremen,67 Harbour Rd,2024-07-21,2024-04-22,delivered,-,86.49
SH2410364,4019,Turin,Porto,74 Harbour Rd,2024-07-22,2024-12-27,in_transit,NULL,43.39
SH2410365,5174,Turin,Marseille,192 Station Rd,2024-08-24,2024-04-08,delivered,NULL,21.13
SH2410366,5266,Leeds,Lyon,200 Harbour Rd,2024-02-03,2024-11-22,delivered,nan,86.72
SH2410367,4760,Utrecht,Malmo,230 Mill Lane,2024-08-06,2024-09-09,in_transit,NULL,5.37
SH2410368,4979,Antwerp,Leeds,101 Kingsway,2024-08-04,2024-12-17,returned,,1.56
SH2410369,5189,Bremen,Utrecht,"93 Mill Lane, Unit 6",2024-09-09,2024-04-09,in_transit,N/A,33.43
SH2410370,4431,Dublin,Leeds,94 Bridge St,2024-05-15,2024-03-19,in_transit,NULL,73.78
SH2410371,4482,Dublin,Manchester,51 Kingsway,2024-12-05,-,failed,recipient_absent,90.10
SH2410372,5058,Utrecht,Malmo,77 Mill Lane,2024-09-28,2024-10-02,returned,NULL,5.90
SH2410373,4975,Bremen,Aarhus,191 Dock Approach,2024-05-12,2024-06-18,delivered,N/A,2.29
SH2410374,5391,Bilbao,Marseille,200 Mill Lane,2024-06-11,2024-11-17,returned,-,80.57
SH2410375,4586,Aarhus,Lyon,223 Kingsway,2024-11-26,2024-06-14,in_transit,-,76.90
SH2410376,4331,Utrecht,Porto,81 Dock Approach,2024-11-10,2024-12-09,failed,damaged_in_transit,80.39
SH2410377,4743,Aarhus,Dublin,43 Kingsway,2024-01-05,2024-12-08,returned,,19.45
SH2410378,4195,Hamburg,Malmo,141 Main St,2024-01-25,2024-07-17,delivered,,24.12
SH2410379,5341,Manchester,Gdansk,59 Station Rd,2024-12-10,2024-08-21,in_transit,NULL,3.07
SH2410380,4666,Malmo,Aarhus,223 Mill Lane,2024-09-15,2024-03-23,in_transit,nan,41.59
SH2410381,5155,Dublin,Gdansk,233 Dock Approach,2024-08-18,N/A,delivered,-,23.88
SH2410382,4000,Lyon,Leeds,74 Elm Grove,2024-09-01,2024-12-16,failed,damaged_in_transit,1.32
SH2410383,4599,Porto,Rotterdam,141 Dock Approach,2024-04-14,2024-09-14,delivered,-,75.06
SH2410384,4162,Dublin,Porto,133 Mill Lane,2024-05-21,2024-12-18,failed,recipient_absent,77.31
SH2410385,4593,Bremen,Aarhus,159 Elm Grove,2024-05-23,2024-10-16,delivered,NULL,4.97
SH2410386,4380,Bremen,Gdansk,69 Kingsway,2024-12-15,2024-12-01,delivered,,44.92
SH2410387,4638,Malmo,Leeds,119 Main St,2024-06-03,2024-03-02,failed,address_incorrect,49.39
SH2410388,4512,Manchester,Rotterdam,32 Station Rd,2024-07-25,2024-08-08,delivered,NULL,41.98
SH2410389,5067,Bilbao,Malmo,100 Mill Lane,2024-06-06,nan,in_transit,,23.30
SH2410390,4406,Leeds,Antwerp,222 Station Rd,2024-02-08,2024-11-14,delivered,N/A,53.12
SH2410391,4497,Rotterdam,Antwerp,149 Elm Grove,2024-12-20,2024-03-12,delivered,NULL,45.49
SH2410392,4693,Antwerp,Antwerp,92 Kingsway,2024-12-18,2024-02-05,delivered,nan,71.47
SH2410393,4898,Bilbao,Rotterdam,177 Bridge St,2024-06-24,2024-03-09,failed,customs_hold,50.81
SH2410394,5003,Bilbao,Marseille,140 Dock Approach,2024-06-24,2024-08-09,in_transit,nan,14.93
SH2410395,4920,Gdansk,Turin,139 Dock Approach,2024-08-01,2024-11-17,delivered,,56.28
SH2410396,5270,Porto,Utrecht,185 Harbour Rd,2024-11-18,2024-07-07,failed,site_access_denied,14.37
SH2410397,4839,Utrecht,Bremen,25 Harbour Rd,2024-01-27,2024-03-06,delivered,,44.18
SH2410398,5169,Manchester,Malmo,135 Mill Lane,2024-01-12,2024-04-20,delivered,NULL,59.52
SH2410399,4163,Aarhus,Antwerp,93 Bridge St,2024-06-26,2024-12-02,delivered,nan,4.16
